Entity,Code,Year,Share of the population that was born in another country
Latvia,LVA,2024,11.778109
Lebanon,LBN,1990,11.807158
Lebanon,LBN,1995,11.776526
Lebanon,LBN,2000,11.891789
Lebanon,LBN,2005,11.856945
Lebanon,LBN,2010,12.41516
Lebanon,LBN,2015,27.249523
Lebanon,LBN,2020,27.818928
Lebanon,LBN,2024,24.502106
Lesotho,LSO,1990,0.4553251
Lesotho,LSO,1995,0.36916384
Lesotho,LSO,2000,0.3077479
Lesotho,LSO,2005,0.32205608
Lesotho,LSO,2010,0.3213023
Lesotho,LSO,2015,0.43485472
Lesotho,LSO,2020,0.53942186
Lesotho,LSO,2024,0.64340085
Liberia,LBR,1990,4.2706037
Liberia,LBR,1995,9.614911
Liberia,LBR,2000,5.1865416
Liberia,LBR,2005,2.6421268
Liberia,LBR,2010,2.4431555
Liberia,LBR,2015,2.4061093
Liberia,LBR,2020,1.7078868
Liberia,LBR,2024,1.2903147
Libya,LBY,1990,10.28235
Libya,LBY,1995,10.3537245
Libya,LBY,2000,10.696206
Libya,LBY,2005,10.674749
Libya,LBY,2010,10.575701
Libya,LBY,2015,11.805991
Libya,LBY,2020,11.7315855
Libya,LBY,2024,12.162962
Liechtenstein,LIE,1990,37.754005
Liechtenstein,LIE,1995,42.89305
Liechtenstein,LIE,2000,46.75807
Liechtenstein,LIE,2005,54.475224
Liechtenstein,LIE,2010,62.062836
Liechtenstein,LIE,2015,63.63369
Liechtenstein,LIE,2020,66.75007
Liechtenstein,LIE,2024,69.39804
Lithuania,LTU,1990,9.4521475
Lithuania,LTU,1995,7.542987
Lithuania,LTU,2000,6.122468
Lithuania,LTU,2005,6.056384
Lithuania,LTU,2010,5.1900105
Lithuania,LTU,2015,4.681075
Lithuania,LTU,2020,5.1929975
Lithuania,LTU,2024,6.127571
Low-income countries,,1990,2.9801395
Low-income countries,,1995,2.4322262
Low-income countries,,2000,1.7530706
Low-income countries,,2005,1.5662646
Low-income countries,,2010,1.535592
Low-income countries,,2015,1.6058894
Low-income countries,,2020,1.7159716
Low-income countries,,2024,1.9009155
Lower-middle-income countries,,1990,1.5324785
Lower-middle-income countries,,1995,1.3002847
Lower-middle-income countries,,2000,1.1786587
Lower-middle-income countries,,2005,1.0444217
Lower-middle-income countries,,2010,1.0483124
Lower-middle-income countries,,2015,1.0538721
Lower-middle-income countries,,2020,1.02227
Lower-middle-income countries,,2024,1.0642352
Luxembourg,LUX,1990,29.81268
Luxembourg,LUX,1995,30.891146
Luxembourg,LUX,2000,32.043053
Luxembourg,LUX,2005,32.3657
Luxembourg,LUX,2010,32.15191
Luxembourg,LUX,2015,43.700134
Luxembourg,LUX,2020,47.26664
Luxembourg,LUX,2024,51.15759
Macao,MAC,1990,58.397484
Macao,MAC,1995,56.41659
Macao,MAC,2000,55.06198
Macao,MAC,2005,56.379047
Macao,MAC,2010,56.592503
Macao,MAC,2015,60.44338
Macao,MAC,2020,59.07034
Macao,MAC,2024,59.264824
Madagascar,MDG,1990,0.19838849
Madagascar,MDG,1995,0.1507123
Madagascar,MDG,2000,0.14253159
Madagascar,MDG,2005,0.13600416
Madagascar,MDG,2010,0.13030049
Madagascar,MDG,2015,0.12614691
Madagascar,MDG,2020,0.122827746
Madagascar,MDG,2024,0.12083545
Malawi,MWI,1990,11.81376
Malawi,MWI,1995,2.3805046
Malawi,MWI,2000,2.0556839
Malawi,MWI,2005,1.7263277
Malawi,MWI,2010,1.4684689
Malawi,MWI,2015,1.1549383
Malawi,MWI,2020,0.97964114
Malawi,MWI,2024,0.8622329
Malaysia,MYS,1990,5.7621384
Malaysia,MYS,1995,6.4573994
Malaysia,MYS,2000,7.0264363
Malaysia,MYS,2005,8.415784
Malaysia,MYS,2010,10.7722645
Malaysia,MYS,2015,11.249383
Malaysia,MYS,2020,10.972984
Malaysia,MYS,2024,10.705183
Maldives,MDV,1990,3.865867
Maldives,MDV,1995,7.212185
Maldives,MDV,2000,9.606445
Maldives,MDV,2005,14.69998
Maldives,MDV,2010,15.149726
Maldives,MDV,2015,15.011655
Maldives,MDV,2020,13.956679
Maldives,MDV,2024,14.228712
Mali,MLI,1990,1.75116
Mali,MLI,1995,1.7298055
Mali,MLI,2000,1.6391578
Mali,MLI,2005,1.9103091
Mali,MLI,2010,2.139064
Mali,MLI,2015,2.2616227
Mali,MLI,2020,2.2374167
Mali,MLI,2024,2.2277546
Malta,MLT,1990,4.0980353
Malta,MLT,1995,4.6131845
Malta,MLT,2000,5.381663
Malta,MLT,2005,5.942127
Malta,MLT,2010,7.8097534
Malta,MLT,2015,11.830168
Malta,MLT,2020,22.14559
Malta,MLT,2024,36.96505
Marshall Islands,MHL,1990,2.5947254
Marshall Islands,MHL,1995,3.0663407
Marshall Islands,MHL,2000,3.7293417
Marshall Islands,MHL,2005,4.6564946
Marshall Islands,MHL,2010,5.9353623
Marshall Islands,MHL,2015,6.7295084
Marshall Islands,MHL,2020,7.722568
Marshall Islands,MHL,2024,8.812719
Martinique,MTQ,1990,10.432614
Martinique,MTQ,1995,11.548785
Martinique,MTQ,2000,12.931734
Martinique,MTQ,2005,14.192964
Martinique,MTQ,2010,14.9917965
Martinique,MTQ,2015,18.026691
Martinique,MTQ,2020,19.243162
Martinique,MTQ,2024,19.868296
Mauritania,MRT,1990,5.720132
Mauritania,MRT,1995,3.8737605
Mauritania,MRT,2000,2.1950371
Mauritania,MRT,2005,1.9805999
Mauritania,MRT,2010,2.5043018
Mauritania,MRT,2015,4.199539
Mauritania,MRT,2020,3.9626262
Mauritania,MRT,2024,3.7903275
Mauritius,MUS,1990,0.33176497
Mauritius,MUS,1995,0.64604795
Mauritius,MUS,2000,1.2775464
Mauritius,MUS,2005,1.5627398
Mauritius,MUS,2010,1.9362147
Mauritius,MUS,2015,2.2119906
Mauritius,MUS,2020,2.2515962
Mauritius,MUS,2024,2.2925355
Mayotte,MYT,1990,16.99798
Mayotte,MYT,1995,21.46913
Mayotte,MYT,2000,29.058355
Mayotte,MYT,2005,35.17575
Mayotte,MYT,2010,35.0768
Mayotte,MYT,2015,33.140457
Mayotte,MYT,2020,39.223545
Mayotte,MYT,2024,43.958897
Melanesia,OWID_MNS,1990,1.7124349
Melanesia,OWID_MNS,1995,1.5629333
Melanesia,OWID_MNS,2000,1.3182536
Melanesia,OWID_MNS,2005,1.2431154
Melanesia,OWID_MNS,2010,1.1558318
Melanesia,OWID_MNS,2015,1.099884
Melanesia,OWID_MNS,2020,1.0289477
Melanesia,OWID_MNS,2024,0.9892313
Mexico,MEX,1990,0.8470316
Mexico,MEX,1995,0.5041147
Mexico,MEX,2000,0.5335047
Mexico,MEX,2005,0.6632578
Mexico,MEX,2010,0.84277433
Mexico,MEX,2015,0.8992403
Mexico,MEX,2020,1.0529684
Mexico,MEX,2024,1.3190247
Micronesia,,1990,25.507486
Micronesia,,1995,25.506533
Micronesia,,2000,25.570236
Micronesia,,2005,24.788538
Micronesia,,2010,22.17946
Micronesia,,2015,21.842564
Micronesia,,2020,22.908665
Micronesia,,2024,23.423536
Micronesia (country),FSM,1990,3.6525652
Micronesia (country),FSM,1995,3.0318425
Micronesia (country),FSM,2000,2.7810502
Micronesia (country),FSM,2005,2.607439
Micronesia (country),FSM,2010,2.6092618
Micronesia (country),FSM,2015,2.5350454
Micronesia (country),FSM,2020,2.5532835
Micronesia (country),FSM,2024,2.5574408
Middle Africa (UN),,1990,2.0165396
Middle Africa (UN),,1995,3.088451
Middle Africa (UN),,2000,1.7889756
Middle Africa (UN),,2005,1.6909394
Middle Africa (UN),,2010,1.7932885
Middle Africa (UN),,2015,2.1745846
Middle Africa (UN),,2020,2.054985
Middle Africa (UN),,2024,2.2802432
Moldova,MDA,1990,11.983358
Moldova,MDA,1995,8.270991
Moldova,MDA,2000,5.906398
Moldova,MDA,2005,4.3689513
Moldova,MDA,2010,3.6449971
Moldova,MDA,2015,3.094765
Moldova,MDA,2020,2.518335
Moldova,MDA,2024,6.2012987
Monaco,MCO,1990,67.06305
Monaco,MCO,1995,66.626595
Monaco,MCO,2000,67.129875
Monaco,MCO,2005,66.16579
Monaco,MCO,2010,63.72162
Monaco,MCO,2015,70.688576
Monaco,MCO,2020,69.910645
Monaco,MCO,2024,70.16644
Mongolia,MNG,1990,0.31036144
Mongolia,MNG,1995,0.31784698
Mongolia,MNG,2000,0.33423185
Mongolia,MNG,2005,0.447715
Mongolia,MNG,2010,0.5945075
Mongolia,MNG,2015,0.6680943
Mongolia,MNG,2020,0.6486294
Mongolia,MNG,2024,0.64994216
Montenegro,MNE,1990,11.884505
Montenegro,MNE,1995,11.679636
Montenegro,MNE,2000,11.627849
Montenegro,MNE,2005,11.630471
Montenegro,MNE,2010,12.421055
Montenegro,MNE,2015,11.417586
Montenegro,MNE,2020,11.678716
Montenegro,MNE,2024,14.446364
Montserrat,MSR,1990,18.853611
Montserrat,MSR,1995,19.574986
Montserrat,MSR,2000,24.080334
Montserrat,MSR,2005,27.358698
Montserrat,MSR,2010,26.929495
Montserrat,MSR,2015,28.910765
Montserrat,MSR,2020,30.590061
Montserrat,MSR,2024,31.943495
Morocco,MAR,1990,0.22520517
Morocco,MAR,1995,0.1907617
Morocco,MAR,2000,0.18658547
Morocco,MAR,2005,0.18519577
Morocco,MAR,2010,0.21926561
Morocco,MAR,2015,0.2670628
Morocco,MAR,2020,0.2797874
Morocco,MAR,2024,0.2916638
Mozambique,MOZ,1990,0.9342216
Mozambique,MOZ,1995,1.0542005
Mozambique,MOZ,2000,1.079458
Mozambique,MOZ,2005,1.3233179
Mozambique,MOZ,2010,1.3325269
Mozambique,MOZ,2015,1.212141
Mozambique,MOZ,2020,1.1007453
Mozambique,MOZ,2024,1.0197083
Myanmar,MMR,1990,0.33539483
Myanmar,MMR,1995,0.26678112
Myanmar,MMR,2000,0.21640357
Myanmar,MMR,2005,0.17501657
Myanmar,MMR,2010,0.15586938
Myanmar,MMR,2015,0.14349256
Myanmar,MMR,2020,0.14419279
Myanmar,MMR,2024,0.1450493
Namibia,NAM,1990,8.810395
Namibia,NAM,1995,7.2009835
Namibia,NAM,2000,7.453178
Namibia,NAM,2005,5.458557
Namibia,NAM,2010,4.9211044
Namibia,NAM,2015,4.279914
Namibia,NAM,2020,4.0088143
Namibia,NAM,2024,3.8293724
Nauru,NRU,1990,29.255873
Nauru,NRU,1995,25.627151
Nauru,NRU,2000,23.544453
Nauru,NRU,2005,22.420141
Nauru,NRU,2010,9.021209
Nauru,NRU,2015,16.733614
Nauru,NRU,2020,18.904062
Nauru,NRU,2024,21.32753
Nepal,NPL,1990,2.2022197
Nepal,NPL,1995,3.1027708
Nepal,NPL,2000,2.924652
Nepal,NPL,2005,2.5873928
Nepal,NPL,2010,2.1281912
Nepal,NPL,2015,1.8310732
Nepal,NPL,2020,1.6831952
Nepal,NPL,2024,1.5875287
Netherlands,NLD,1990,7.9456835
Netherlands,NLD,1995,8.97763
Netherlands,NLD,2000,9.867748
Netherlands,NLD,2005,10.540888
Netherlands,NLD,2010,11.034661
Netherlands,NLD,2015,11.831459
Netherlands,NLD,2020,13.752667
Netherlands,NLD,2024,16.21899
New Caledonia,NCL,1990,21.349798
New Caledonia,NCL,1995,21.78971
New Caledonia,NCL,2000,22.255241
New Caledonia,NCL,2005,22.671566
New Caledonia,NCL,2010,23.380049
New Caledonia,NCL,2015,24.325136
New Caledonia,NCL,2020,25.737923
New Caledonia,NCL,2024,26.222752
New Zealand,NZL,1990,15.495209
New Zealand,NZL,1995,16.190575
New Zealand,NZL,2000,17.782316
New Zealand,NZL,2005,20.677523
New Zealand,NZL,2010,22.01087
New Zealand,NZL,2015,24.538229
New Zealand,NZL,2020,26.507452
New Zealand,NZL,2024,28.155058
Nicaragua,NIC,1990,0.995085
Nicaragua,NIC,1995,0.5733232
Nicaragua,NIC,2000,0.6050412
Nicaragua,NIC,2005,0.6536562
Nicaragua,NIC,2010,0.65089893
Nicaragua,NIC,2015,0.6547125
Nicaragua,NIC,2020,0.64227396
Nicaragua,NIC,2024,0.6326795
Niger,NER,1990,1.393473
Niger,NER,1995,1.5028932
Niger,NER,2000,1.062241
Niger,NER,2005,0.9051124
Niger,NER,2010,0.7642955
Niger,NER,2015,1.2688284
Niger,NER,2020,1.4675001
Niger,NER,2024,1.6618421
Nigeria,NGA,1990,0.47015718
Nigeria,NGA,1995,0.41779587
Nigeria,NGA,2000,0.38603607
Nigeria,NGA,2005,0.6686887
Nigeria,NGA,2010,0.5943812
Nigeria,NGA,2015,0.62888926
Nigeria,NGA,2020,0.61149126
Nigeria,NGA,2024,0.6030962
Niue,NIU,1990,18.56625
Niue,NIU,1995,20.842379
Niue,NIU,2000,24.328285
Niue,NIU,2005,28.571428
Niue,NIU,2010,33.31448
Niue,NIU,2015,33.052277
Niue,NIU,2020,32.684826
Niue,NIU,2024,32.325455
North America,,1990,7.1286716
North America,,1995,7.8386683
North America,,2000,8.797244
North America,,2005,9.409773
North America,,2010,9.949595
North America,,2015,10.382748
North America,,2020,10.509894
North America,,2024,10.787001
North Korea,PRK,1990,0.16153267
North Korea,PRK,1995,0.1550246
North Korea,PRK,2000,0.1528908
North Korea,PRK,2005,0.164356
North Korea,PRK,2010,0.17612977
North Korea,PRK,2015,0.1894715
North Korea,PRK,2020,0.18957916
North Korea,PRK,2024,0.1903443
North Macedonia,MKD,1990,4.6102877
North Macedonia,MKD,1995,5.4711604
North Macedonia,MKD,2000,6.1083884
North Macedonia,MKD,2005,6.109033
North Macedonia,MKD,2010,6.3222365
North Macedonia,MKD,2015,6.601305
North Macedonia,MKD,2020,7.0144205
North Macedonia,MKD,2024,8.277634
Northern Africa (UN),,1990,1.6589056
Northern Africa (UN),,1995,1.3014709
Northern Africa (UN),,2000,1.0793678
Northern Africa (UN),,2005,0.91201437
Northern Africa (UN),,2010,0.9316426
Northern Africa (UN),,2015,0.98189574
Northern Africa (UN),,2020,1.2588637
Northern Africa (UN),,2024,1.7910616
Northern Africa and Western Asia (UN),,1990,5.794146
Northern Africa and Western Asia (UN),,1995,5.6828036
Northern Africa and Western Asia (UN),,2000,5.5271063
Northern Africa and Western Asia (UN),,2005,5.7403765
Northern Africa and Western Asia (UN),,2010,7.179961
Northern Africa and Western Asia (UN),,2015,8.859803
Northern Africa and Western Asia (UN),,2020,9.006785
Northern Africa and Western Asia (UN),,2024,9.301353
Northern America (UN),,1990,9.792034
Northern America (UN),,1995,11.217618
Northern America (UN),,2000,12.914559
Northern America (UN),,2005,13.908326
Northern America (UN),,2010,14.768363
Northern America (UN),,2015,15.465731
Northern America (UN),,2020,15.574585
Northern America (UN),,2024,15.885973
Northern Europe (UN),,1990,7.215539
Northern Europe (UN),,1995,7.749596
Northern Europe (UN),,2000,8.422531
Northern Europe (UN),,2005,10.012098
Northern Europe (UN),,2010,11.967616
Northern Europe (UN),,2015,13.540609
Northern Europe (UN),,2020,15.309217
Northern Europe (UN),,2024,17.01756
Northern Mariana Islands,MNP,1990,61.35619
Northern Mariana Islands,MNP,1995,67.20359
Northern Mariana Islands,MNP,2000,58.695652
Northern Mariana Islands,MNP,2005,60.207844
Northern Mariana Islands,MNP,2010,44.68026
Northern Mariana Islands,MNP,2015,42.02353
Northern Mariana Islands,MNP,2020,45.95817
Northern Mariana Islands,MNP,2024,49.686073
Norway,NOR,1990,4.540604
Norway,NOR,1995,5.3521996
Norway,NOR,2000,6.511883
Norway,NOR,2005,7.8116875
Norway,NOR,2010,10.729876
Norway,NOR,2015,14.381656
Norway,NOR,2020,15.842993
Norway,NOR,2024,18.154308
Oceania,,1990,17.797016
Oceania,,1995,17.540567
Oceania,,2000,17.135508
Oceania,,2005,17.793623
Oceania,,2010,19.152315
Oceania,,2015,20.11112
Oceania,,2020,21.011877
Oceania,,2024,21.482838
Oman,OMN,1990,29.863817
Oman,OMN,1995,25.401175
Oman,OMN,2000,24.133583
Oman,OMN,2005,24.734348
Oman,OMN,2010,29.135185
Oman,OMN,2015,43.680237
Oman,OMN,2020,39.052364
Oman,OMN,2024,43.232975
Pakistan,PAK,1990,5.344732
Pakistan,PAK,1995,2.7264426
Pakistan,PAK,2000,2.7001133
Pakistan,PAK,2005,1.8093473
Pakistan,PAK,2010,1.9793715
Pakistan,PAK,2015,1.6137446
Pakistan,PAK,2020,1.394279
Pakistan,PAK,2024,1.661946
Palau,PLW,1990,18.35638
Palau,PLW,1995,27.618494
Palau,PLW,2000,32.902283
Palau,PLW,2005,30.490944
Palau,PLW,2010,29.843445
Palau,PLW,2015,27.78278
Palau,PLW,2020,28.597122
Palau,PLW,2024,29.454649
Palestine,PSE,1990,13.479335
Palestine,PSE,1995,10.6869545
Palestine,PSE,2000,8.731602
Palestine,PSE,2005,7.71687
Palestine,PSE,2010,6.81717
Palestine,PSE,2015,6.0413375
Palestine,PSE,2020,5.380682
Palestine,PSE,2024,4.958308
Panama,PAN,1990,2.555157
Panama,PAN,1995,2.6003494
Panama,PAN,2000,2.7707567
Panama,PAN,2005,3.3039584
Panama,PAN,2010,4.3485317
Panama,PAN,2015,4.664353
Panama,PAN,2020,7.2943387
Panama,PAN,2024,10.580021
Papua New Guinea,PNG,1990,0.8651396
Papua New Guinea,PNG,1995,0.7218775
Papua New Guinea,PNG,2000,0.4750532
Papua New Guinea,PNG,2005,0.4585593
Papua New Guinea,PNG,2010,0.3985709
Papua New Guinea,PNG,2015,0.35387316
Papua New Guinea,PNG,2020,0.31651187
Papua New Guinea,PNG,2024,0.29471937
Paraguay,PRY,1990,4.8537235
Paraguay,PRY,1995,4.0737534
Paraguay,PRY,2000,3.4623127
Paraguay,PRY,2005,3.088106
Paraguay,PRY,2010,2.793653
Paraguay,PRY,2015,2.5403376
Paraguay,PRY,2020,2.5677423
Paraguay,PRY,2024,2.6097994
Peru,PER,1990,0.2225097
Peru,PER,1995,0.23340257
Peru,PER,2000,0.24852312
Peru,PER,2005,0.27470377
Peru,PER,2010,0.35295996
Peru,PER,2015,0.5008996
Peru,PER,2020,3.6078358
Peru,PER,2024,5.3691835
Philippines,PHL,1990,0.2141448
Philippines,PHL,1995,0.20692809
Philippines,PHL,2000,0.19762665
Philippines,PHL,2005,0.19171636
Philippines,PHL,2010,0.1849204
Philippines,PHL,2015,0.12524286
Philippines,PHL,2020,0.0778114
Philippines,PHL,2024,0.07528422
Poland,POL,1990,2.9625003
Poland,POL,1995,2.510195
Poland,POL,2000,2.1502051
Poland,POL,2005,1.9013739
Poland,POL,2010,1.7039192
Poland,POL,2015,1.7865922
Poland,POL,2020,1.9336637
Poland,POL,2024,4.5146265
Polynesia,OWID_PYA,1990,10.395945
Polynesia,OWID_PYA,1995,10.943332
Polynesia,OWID_PYA,2000,11.372733
Polynesia,OWID_PYA,2005,11.315638
Polynesia,OWID_PYA,2010,10.851408
Polynesia,OWID_PYA,2015,10.254047
Polynesia,OWID_PYA,2020,10.191179
Polynesia,OWID_PYA,2024,10.191028
Portugal,PRT,1990,4.36239
Portugal,PRT,1995,5.311356
Portugal,PRT,2000,6.335302
Portugal,PRT,2005,7.342516
Portugal,PRT,2010,7.2109795
Portugal,PRT,2015,8.339361
Portugal,PRT,2020,9.661648
Portugal,PRT,2024,10.812014
Puerto Rico,PRI,1990,9.090783
Puerto Rico,PRI,1995,9.152782
Puerto Rico,PRI,2000,9.318911
Puerto Rico,PRI,2005,9.295286
Puerto Rico,PRI,2010,8.209488
Puerto Rico,PRI,2015,7.964482
Puerto Rico,PRI,2020,7.544161
Puerto Rico,PRI,2024,6.8879995
Qatar,QAT,1990,48.959618
Qatar,QAT,1995,59.8184
Qatar,QAT,2000,68.09651
Qatar,QAT,2005,77.90087
Qatar,QAT,2010,82.43483
Qatar,QAT,2015,86.1028
Qatar,QAT,2020,77.834755
Qatar,QAT,2024,76.66259
Reunion,REU,1990,8.766849
Reunion,REU,1995,10.860505
Reunion,REU,2000,13.192599
Reunion,REU,2005,14.380473
Reunion,REU,2010,14.568766
Reunion,REU,2015,14.706038
Reunion,REU,2020,15.296258
Reunion,REU,2024,15.4262905
Romania,ROU,1990,0.59175146
Romania,ROU,1995,0.5956909
Romania,ROU,2000,0.6087381
Romania,ROU,2005,0.6572736
Romania,ROU,2010,0.7248573
Romania,ROU,2015,1.0696986
Romania,ROU,2020,1.7467296
Romania,ROU,2024,3.447678
Russia,RUS,1990,7.7359266
Russia,RUS,1995,8.044248
Russia,RUS,2000,8.111012
Russia,RUS,2005,8.06899
Russia,RUS,2010,7.7811294
Russia,RUS,2015,6.2613573
Russia,RUS,2020,4.9856844
Russia,RUS,2024,5.2518654
Rwanda,RWA,1990,2.1697266
Rwanda,RWA,1995,3.8020887
Rwanda,RWA,2000,4.2254553
Rwanda,RWA,2005,4.673761
Rwanda,RWA,2010,4.1376185
Rwanda,RWA,2015,4.4213576
Rwanda,RWA,2020,3.9332116
Rwanda,RWA,2024,3.6005583
Saint Helena,SHN,1990,2.6900408
Saint Helena,SHN,1995,1.8431002
Saint Helena,SHN,2000,1.7952127
Saint Helena,SHN,2005,2.940646
Saint Helena,SHN,2010,4.6537814
Saint Helena,SHN,2015,6.8483195
Saint Helena,SHN,2020,8.047882
Saint Helena,SHN,2024,9.394691
Saint Kitts and Nevis,KNA,1990,7.939256
Saint Kitts and Nevis,KNA,1995,10.036385
Saint Kitts and Nevis,KNA,2000,12.975159
Saint Kitts and Nevis,KNA,2005,14.389388
Saint Kitts and Nevis,KNA,2010,15.465568
Saint Kitts and Nevis,KNA,2015,15.8069105
Saint Kitts and Nevis,KNA,2020,16.481758
Saint Kitts and Nevis,KNA,2024,16.988665
Saint Lucia,LCA,1990,3.8481905
Saint Lucia,LCA,1995,4.8276744
Saint Lucia,LCA,2000,6.2232056
Saint Lucia,LCA,2005,5.9468117
Saint Lucia,LCA,2010,5.2953086
Saint Lucia,LCA,2015,4.958692
Saint Lucia,LCA,2020,4.6777
Saint Lucia,LCA,2024,4.4947257
Saint Pierre and Miquelon,SPM,1990,17.298914
Saint Pierre and Miquelon,SPM,1995,20.509634
Saint Pierre and Miquelon,SPM,2000,23.1686
Saint Pierre and Miquelon,SPM,2005,18.760223
Saint Pierre and Miquelon,SPM,2010,16.88247
Saint Pierre and Miquelon,SPM,2015,16.579788
Saint Pierre and Miquelon,SPM,2020,17.127167
Saint Pierre and Miquelon,SPM,2024,17.910448
Saint Vincent and the Grenadines,VCT,1990,3.550603
Saint Vincent and the Grenadines,VCT,1995,3.6577706
Saint Vincent and the Grenadines,VCT,2000,3.7932098
Saint Vincent and the Grenadines,VCT,2005,3.9448643
Saint Vincent and the Grenadines,VCT,2010,4.155185
Saint Vincent and the Grenadines,VCT,2015,4.3352656
Saint Vincent and the Grenadines,VCT,2020,4.576628
Saint Vincent and the Grenadines,VCT,2024,4.7904906
Samoa,WSM,1990,1.985897
Samoa,WSM,1995,2.6888773
Samoa,WSM,2000,3.3013182
Samoa,WSM,2005,3.073089
Samoa,WSM,2010,2.6535697
Samoa,WSM,2015,2.1087115
Samoa,WSM,2020,1.8971993
Samoa,WSM,2024,1.7626904
San Marino,SMR,1990,14.100106
San Marino,SMR,1995,14.544082
San Marino,SMR,2000,15.093846
San Marino,SMR,2005,14.762705
San Marino,SMR,2010,15.935214
San Marino,SMR,2015,15.324032
San Marino,SMR,2020,15.942363
San Marino,SMR,2024,17.38483
Sao Tome and Principe,STP,1990,4.5389495
Sao Tome and Principe,STP,1995,3.6591423
Sao Tome and Principe,STP,2000,3.0308712
Sao Tome and Principe,STP,2005,2.1238687
Sao Tome and Principe,STP,2010,1.4851322
Sao Tome and Principe,STP,2015,1.1952609
Sao Tome and Principe,STP,2020,0.9837423
Sao Tome and Principe,STP,2024,0.83002174
Saudi Arabia,SAU,1990,42.148277
Saudi Arabia,SAU,1995,36.52193
Saudi Arabia,SAU,2000,32.262775
Saudi Arabia,SAU,2005,32.126213
Saudi Arabia,SAU,2010,35.683567
Saudi Arabia,SAU,2015,44.209007
Saudi Arabia,SAU,2020,42.17731
Saudi Arabia,SAU,2024,40.290726
Senegal,SEN,1990,3.502483
Senegal,SEN,1995,3.2510252
Senegal,SEN,2000,2.326394
Senegal,SEN,2005,2.1209433
Senegal,SEN,2010,2.02678
Senegal,SEN,2015,1.8261492
Senegal,SEN,2020,1.637533
Senegal,SEN,2024,1.523442
Serbia,SRB,1990,13.519605
Serbia,SRB,1995,19.732685
Serbia,SRB,2000,18.453852
Serbia,SRB,2005,14.307122
Serbia,SRB,2010,12.18308
Serbia,SRB,2015,11.112817
Serbia,SRB,2020,10.612492
Serbia,SRB,2024,10.577897
Seychelles,SYC,1990,5.029534
Seychelles,SYC,1995,6.5893555
Seychelles,SYC,2000,7.8902516
Seychelles,SYC,2005,10.078865
Seychelles,SYC,2010,12.024723
Seychelles,SYC,2015,11.928565
Seychelles,SYC,2020,10.848692
Seychelles,SYC,2024,10.168075
Sierra Leone,SLE,1990,5.293236
Sierra Leone,SLE,1995,2.357305
Sierra Leone,SLE,2000,2.214797
Sierra Leone,SLE,2005,2.6578455
Sierra Leone,SLE,2010,1.2738011
Sierra Leone,SLE,2015,0.83593184
Sierra Leone,SLE,2020,0.67924935
Sierra Leone,SLE,2024,0.5785336
Singapore,SGP,1990,23.995893
Singapore,SGP,1995,28.118895
Singapore,SGP,2000,32.697716
Singapore,SGP,2005,35.014046
Singapore,SGP,2010,42.551586
Singapore,SGP,2015,45.88568
Singapore,SGP,2020,46.06829
Singapore,SGP,2024,48.72216
Sint Maarten (Dutch part),SXM,1990,85.03261
Sint Maarten (Dutch part),SXM,1995,75.100716
Sint Maarten (Dutch part),SXM,2000,77.53875
Sint Maarten (Dutch part),SXM,2005,40.86159
Sint Maarten (Dutch part),SXM,2010,77.53743
Sint Maarten (Dutch part),SXM,2015,72.843
Sint Maarten (Dutch part),SXM,2020,70.339935
Sint Maarten (Dutch part),SXM,2024,69.54556
Slovakia,SVK,1990,0.7841699
Slovakia,SVK,1995,1.2947208
Slovakia,SVK,2000,2.1631231
Slovakia,SVK,2005,2.4269743
Slovakia,SVK,2010,2.7137063
Slovakia,SVK,2015,3.2770276
Slovakia,SVK,2020,3.6143012
Slovakia,SVK,2024,5.883514
Slovenia,SVN,1990,8.912731
Slovenia,SVN,1995,8.773172
Slovenia,SVN,2000,10.796571
Slovenia,SVN,2005,10.877685
Slovenia,SVN,2010,12.412428
Slovenia,SVN,2015,11.535054
Slovenia,SVN,2020,13.221151
Slovenia,SVN,2024,14.873386
Small Island Developing States (SIDS),,1990,4.5203533
Small Island Developing States (SIDS),,1995,4.9481325
Small Island Developing States (SIDS),,2000,5.425345
Small Island Developing States (SIDS),,2005,5.5224543
Small Island Developing States (SIDS),,2010,6.2546334
Small Island Developing States (SIDS),,2015,6.751338
Small Island Developing States (SIDS),,2020,6.753945
Small Island Developing States (SIDS),,2024,7.2256045
Solomon Islands,SLB,1990,1.2750615
Solomon Islands,SLB,1995,1.0859479
Solomon Islands,SLB,2000,0.90380937
Solomon Islands,SLB,2005,0.67711353
Solomon Islands,SLB,2010,0.51785475
Solomon Islands,SLB,2015,0.40427577
Solomon Islands,SLB,2020,0.33848312
Solomon Islands,SLB,2024,0.30139235
Somalia,SOM,1990,6.752884
Somalia,SOM,1995,0.26804367
Somalia,SOM,2000,0.22737473
Somalia,SOM,2005,0.19511044
Somalia,SOM,2010,0.39232555
Somalia,SOM,2015,0.2968792
Somalia,SOM,2020,0.35186672
Somalia,SOM,2024,0.4101814
South Africa,ZAF,1990,3.1553981
South Africa,ZAF,1995,2.2599053
South Africa,ZAF,2000,2.115583
South Africa,ZAF,2005,3.058909
South Africa,ZAF,2010,4.3452234
South Africa,ZAF,2015,5.5754
South Africa,ZAF,2020,4.357616
South Africa,ZAF,2024,4.110632
South America,,1990,1.4610897
South America,,1995,1.3168166
South America,,2000,1.2097287
